;HR;BR;Posture;Activity
09:52:38.435;65;26.2;-15;0.05
09:52:39.435;65;26.3;-15;0.07
09:52:40.435;66;26.3;-14;0.05
09:52:41.435;66;26.7;-14;0.05
09:52:42.435;68;26.7;-14;0.07
09:52:43.435;68;27.0;-14;0.04
09:52:44.435;68;27.0;-14;0.03
09:52:45.435;69;27.3;-13;0.03
09:52:46.435;68;27.3;-13;0.03
09:52:47.435;67;27.0;-14;0.03
09:52:48.435;67;27.0;-14;0.03
09:52:49.435;67;26.7;-14;0.03
09:52:50.435;68;26.7;-15;0.03
09:52:51.435;71;26.1;-14;0.03
09:52:52.435;74;26.1;-14;0.07
09:52:53.435;74;25.9;-14;0.08
09:52:54.435;72;25.9;-13;0.26
09:52:55.435;68;25.1;-14;0.05
09:52:56.435;68;25.1;-14;0.04
09:52:57.435;67;24.4;-13;0.14
09:52:58.435;68;24.4;-13;0.09
09:52:59.435;67;24.4;-12;0.06
09:53:00.435;67;24.4;-12;0.05
09:53:01.435;68;24.6;-13;0.06
09:53:02.435;69;24.6;-14;0.07
09:53:03.435;72;24.6;-15;0.05
09:53:04.435;75;24.6;-15;0.04
09:53:05.435;74;24.2;-15;0.03
09:53:06.435;72;24.2;-15;0.04
09:53:07.435;70;24.2;-15;0.04
09:53:08.435;71;24.2;-15;0.04
09:53:09.435;70;24.2;-15;0.05
09:53:10.435;68;24.2;-15;0.03
09:53:11.435;69;24.2;-15;0.03
09:53:12.435;67;24.2;-15;0.04
09:53:13.435;66;24.2;-17;0.05
09:53:14.435;67;24.2;-18;0.04
09:53:15.435;67;24.4;-18;0.10
09:53:16.435;67;24.4;-17;0.04
09:53:17.435;67;24.7;-17;0.06
09:53:18.435;66;24.7;-14;0.09
09:53:19.435;66;24.3;-12;0.06
09:53:20.435;67;24.3;-11;0.06
09:53:21.435;66;23.7;-11;0.08
09:53:22.435;66;23.7;-11;0.08
09:53:23.435;66;23.4;-12;0.07
09:53:24.435;66;23.4;-13;0.05
09:53:25.435;67;23.5;-12;0.14
09:53:26.435;68;23.5;-13;0.05
09:53:27.435;71;23.2;-14;0.04
09:53:28.435;72;23.2;-15;0.04
09:53:29.435;70;23.0;-15;0.04
09:53:30.435;68;23.0;-15;0.06
09:53:31.435;66;23.4;-17;0.09
09:53:32.435;65;23.4;-17;0.15
09:53:33.435;65;23.8;-17;0.08
09:53:34.435;65;23.8;-17;0.02
09:53:35.435;66;24.1;-17;0.04
09:53:36.435;66;24.1;-17;0.08
09:53:37.435;67;24.4;-15;0.06
09:53:38.435;68;24.4;-17;0.03
09:53:39.435;68;24.6;-15;0.08
09:53:40.435;68;24.6;-15;0.07
09:53:41.435;68;24.9;-15;0.03
09:53:42.435;70;24.9;-15;0.03
09:53:43.435;71;25.1;-15;0.07
09:53:44.435;70;25.1;-15;0.03
09:53:45.435;71;25.3;-14;0.09
09:53:46.435;71;25.3;-15;0.07
09:53:47.435;71;25.7;-15;0.04
09:53:48.435;73;25.7;-15;0.06
09:53:49.435;72;26.5;-15;0.06
09:53:50.435;72;26.5;-14;0.07
09:53:51.435;72;26.5;-12;0.08
09:53:52.435;73;26.5;-11;0.10
09:53:53.435;71;26.6;-13;0.17
09:53:54.435;70;26.6;-14;0.09
09:53:55.435;70;26.9;-16;0.10
09:53:56.435;70;26.9;-17;0.08
09:53:57.435;70;27.2;-18;0.06
09:53:58.435;70;27.2;-18;0.05
09:53:59.435;70;27.8;-18;0.03
09:54:00.435;69;27.8;-19;0.09
09:54:01.435;69;28.6;-18;0.09
09:54:02.435;69;28.6;-18;0.04
09:54:03.435;70;29.3;-18;0.03
09:54:04.435;70;29.3;-18;0.04
09:54:05.435;70;29.7;-18;0.06
09:54:06.435;71;29.7;-18;0.05
09:54:07.435;69;30.0;-18;0.11
09:54:08.435;69;30.0;-18;0.06
09:54:09.435;69;30.3;-17;0.06
09:54:10.435;68;30.3;-17;0.09
09:54:11.435;68;30.9;-17;0.12
09:54:12.435;67;30.9;-17;0.09
09:54:13.435;67;31.7;-18;0.11
09:54:14.435;69;31.7;-17;0.09
09:54:15.435;66;32.4;-17;0.05
09:54:16.435;66;32.4;-17;0.07
09:54:17.435;67;33.1;-17;0.08
09:54:18.435;67;33.1;-17;0.02
09:54:19.435;68;33.7;-18;0.02
09:54:20.435;68;33.7;-17;0.06
09:54:21.435;69;33.9;-17;0.10
09:54:22.435;71;33.9;-17;0.15
09:54:23.435;72;34.1;-17;0.09
09:54:24.435;73;34.1;-17;0.09
09:54:25.435;73;34.6;-17;0.05
09:54:26.435;72;34.6;-17;0.16
09:54:27.435;72;35.0;-17;0.12
09:54:28.435;72;35.0;-17;0.06
09:54:29.435;71;35.1;-17;0.07
09:54:30.435;71;35.1;-17;0.08
09:54:31.435;69;35.5;-17;0.03
09:54:32.435;68;35.5;-17;0.03
09:54:33.435;69;35.6;-17;0.02
09:54:34.435;69;35.6;-17;0.03
09:54:35.435;70;35.3;-17;0.05
09:54:36.435;70;35.3;-17;0.02
09:54:37.435;69;34.8;-17;0.03
09:54:38.435;69;34.8;-17;0.04
09:54:39.435;68;34.3;-17;0.03
09:54:40.435;69;34.3;-17;0.04
09:54:41.435;71;33.9;-17;0.04
09:54:42.435;73;33.9;-18;0.04
09:54:43.435;74;33.2;-17;0.02
09:54:44.435;72;33.2;-17;0.04
09:54:45.435;70;32.6;-18;0.06
09:54:46.435;69;32.6;-17;0.07
09:54:47.435;68;31.7;-17;0.05
09:54:48.435;67;31.7;-17;0.05
09:54:49.435;66;31.0;-17;0.07
09:54:50.435;68;31.0;-15;0.10
09:54:51.435;68;30.3;-17;0.04
09:54:52.435;67;30.3;-17;0.05
09:54:53.435;68;29.7;-17;0.02
09:54:54.435;68;29.7;-18;0.02
09:54:55.435;69;28.8;-18;0.07
09:54:56.435;69;28.8;-17;0.04
09:54:57.435;68;28.3;-17;0.02
09:54:58.435;69;28.3;-17;0.09
09:54:59.435;69;27.9;-17;0.05
09:55:00.435;69;27.9;-17;0.11
09:55:01.435;70;27.5;-16;0.04
09:55:02.435;69;27.5;-16;0.07
09:55:03.435;69;27.5;-16;0.09
09:55:04.435;69;27.5;-15;0.14
09:55:05.435;68;27.4;-15;0.16
09:55:06.435;69;27.4;-15;0.14
09:55:07.435;67;27.7;-15;0.06
09:55:08.435;67;27.7;-17;0.07
09:55:09.435;67;27.9;-17;0.05
09:55:10.435;65;27.9;-15;0.03
09:55:11.435;64;27.5;-17;0.04
09:55:12.435;64;27.5;-17;0.07
09:55:13.435;64;27.2;-17;0.07
09:55:14.435;66;27.2;-17;0.04
09:55:15.435;66;27.2;-17;0.05
09:55:16.435;65;27.2;-17;0.04
09:55:17.435;67;26.8;-17;0.03
09:55:18.435;67;26.8;-17;0.03
09:55:19.435;69;26.3;-17;0.03
09:55:20.435;70;26.3;-17;0.02
09:55:21.435;69;25.7;-17;0.02
09:55:22.435;71;25.7;-17;0.02
09:55:23.435;71;25.3;-16;0.02
09:55:24.435;71;25.3;-15;0.03
09:55:25.435;72;24.9;-14;0.06
09:55:26.435;72;24.9;-13;0.06
09:55:27.435;71;24.2;-11;0.05
09:55:28.435;73;24.2;-11;0.06
09:55:29.435;74;23.3;-10;0.06
09:55:30.435;74;23.3;-8;0.07
09:55:31.435;76;22.4;-7;0.05
09:55:32.435;76;22.4;-5;0.08
09:55:33.435;77;21.7;-8;0.10
09:55:34.435;77;21.7;-12;0.12
09:55:35.435;75;21.0;-16;0.11
09:55:36.435;73;21.0;-18;0.07
09:55:37.435;73;20.7;-17;0.07
09:55:38.435;73;20.7;-19;0.05
09:55:39.435;74;20.8;-19;0.08
09:55:40.435;73;20.8;-18;0.08
09:55:41.435;73;20.8;-19;0.05
09:55:42.435;73;20.8;-20;0.11
09:55:43.435;74;20.5;-20;0.12
09:55:44.435;74;20.5;-19;0.10
09:55:45.435;76;20.3;-18;0.12
09:55:46.435;77;20.3;-17;0.10
09:55:47.435;78;20.0;-18;0.09
09:55:48.435;78;20.0;-18;0.09
09:55:49.435;79;20.1;-19;0.04
09:55:50.435;79;20.1;-19;0.03
09:55:51.435;78;20.8;-19;0.04
09:55:52.435;77;20.8;-19;0.11
09:55:53.435;78;21.7;-18;0.15
09:55:54.435;78;21.7;-18;0.04
09:55:55.435;76;22.5;-18;0.02
09:55:56.435;73;22.5;-18;0.08
09:55:57.435;72;23.6;-17;0.17
09:55:58.435;70;23.6;-17;0.09
09:55:59.435;68;24.2;-17;0.08
09:56:00.435;70;24.2;-17;0.06
09:56:01.435;71;24.8;-17;0.05
09:56:02.435;72;24.8;-17;0.04
09:56:03.435;73;25.6;-17;0.04
09:56:04.435;75;25.6;-17;0.03
09:56:05.435;74;26.3;-15;0.05
09:56:06.435;73;26.3;-16;0.04
09:56:07.435;72;27.3;-15;0.03
09:56:08.435;70;27.3;-15;0.03
09:56:09.435;70;28.2;-15;0.03
09:56:10.435;69;28.2;-16;0.02
09:56:11.435;69;28.7;-16;0.06
09:56:12.435;68;28.7;-15;0.05
09:56:13.435;69;28.5;-16;0.03
09:56:14.435;69;28.5;-15;0.07
09:56:15.435;69;28.6;-15;0.05
09:56:16.435;69;28.6;-15;0.07
09:56:17.435;69;28.2;-15;0.03
09:56:18.435;68;28.2;-15;0.02
09:56:19.435;70;28.1;-15;0.05
09:56:20.435;70;28.1;-13;0.09
09:56:21.435;71;28.0;-12;0.11
09:56:22.435;70;28.0;-11;0.10
09:56:23.435;69;27.6;-11;0.09
09:56:24.435;71;27.6;-11;0.05
09:56:25.435;71;27.2;-11;0.06
09:56:26.435;71;27.2;-11;0.06
09:56:27.435;72;26.9;-11;0.08
09:56:28.435;72;26.9;-10;0.07
09:56:29.435;73;26.3;-7;0.10
09:56:30.435;72;26.3;-4;0.08
09:56:31.435;71;25.8;-5;0.06
09:56:32.435;72;25.8;-10;0.14
09:56:33.435;71;25.6;-16;0.16
09:56:34.435;70;25.6;-17;0.05
09:56:35.435;70;24.9;-18;0.07
09:56:36.435;71;24.9;-18;0.08
09:56:37.435;71;24.8;-18;0.05
09:56:38.435;72;24.8;-18;0.04
09:56:39.435;71;24.4;-18;0.07
09:56:40.435;70;24.4;-20;0.06
09:56:41.435;70;24.1;-19;0.03
09:56:42.435;69;24.1;-18;0.04
09:56:43.435;69;23.8;-18;0.09
09:56:44.435;71;23.8;-18;0.03
09:56:45.435;71;23.2;-18;0.04
09:56:46.435;69;23.2;-18;0.04
09:56:47.435;69;22.7;-18;0.04
09:56:48.435;67;22.7;-19;0.03
09:56:49.435;66;22.2;-19;0.03
09:56:50.435;65;22.2;-18;0.03
09:56:51.435;64;21.5;-19;0.03
09:56:52.435;65;21.5;-19;0.02
09:56:53.435;65;20.9;-19;0.03
09:56:54.435;65;20.9;-20;0.02
09:56:55.435;66;20.3;-19;0.02
09:56:56.435;65;20.3;-19;0.03
09:56:57.435;63;19.2;-19;0.02
09:56:58.435;64;19.2;-19;0.04
09:56:59.435;65;18.1;-19;0.07
09:57:00.435;66;18.1;-17;0.14
09:57:01.435;69;16.9;-15;0.11
09:57:02.435;70;16.9;-15;0.04
09:57:03.435;72;15.8;-15;0.09
09:57:04.435;74;15.8;-17;0.11
09:57:05.435;74;15.2;-16;0.10
09:57:06.435;75;15.2;-15;0.07
09:57:07.435;73;14.6;-15;0.06
09:57:08.435;72;14.6;-17;0.06
09:57:09.435;73;14.3;-17;0.08
09:57:10.435;73;14.3;-17;0.05
09:57:11.435;73;14.1;-18;0.04
09:57:12.435;75;14.1;-17;0.02
09:57:13.435;76;13.9;-17;0.03
09:57:14.435;77;13.9;-17;0.04
09:57:15.435;74;13.7;-17;0.04
09:57:16.435;73;13.7;-17;0.04
09:57:17.435;73;13.8;-17;0.02
09:57:18.435;68;13.8;-15;0.05
09:57:19.435;66;14.2;-16;0.03
09:57:20.435;66;14.2;-15;0.09
09:57:21.435;65;14.6;-15;0.06
09:57:22.435;65;14.6;-17;0.04
09:57:23.435;65;15.2;-17;0.07
09:57:24.435;65;15.2;-18;0.04
09:57:25.435;68;15.8;-18;0.02
09:57:26.435;67;15.8;-18;0.03
09:57:27.435;66;16.0;-18;0.02
09:57:28.435;68;16.0;-18;0.04
09:57:29.435;68;16.2;-17;0.04
09:57:30.435;68;16.2;-17;0.08
09:57:31.435;69;16.4;-17;0.04
09:57:32.435;69;16.4;-17;0.02
09:57:33.435;67;16.5;-18;0.06
09:57:34.435;69;16.5;-17;0.20
09:57:35.435;70;17.0;-17;0.09
09:57:36.435;73;17.0;-17;0.06
09:57:37.435;75;17.7;-17;0.04
09:57:38.435;74;17.7;-17;0.03
09:57:39.435;72;18.3;-17;0.04
09:57:40.435;71;18.3;-16;0.05
09:57:41.435;71;19.2;-14;0.14
09:57:42.435;70;19.2;-12;0.12
09:57:43.435;69;19.7;-14;0.05
09:57:44.435;71;19.7;-14;0.05
09:57:45.435;70;20.1;-15;0.04
09:57:46.435;70;20.1;-15;0.04
09:57:47.435;70;20.8;-15;0.04
09:57:48.435;70;20.8;-15;0.06
09:57:49.435;72;21.1;-16;0.07
09:57:50.435;71;21.1;-17;0.19
09:57:51.435;71;22.0;-19;0.18
09:57:52.435;71;22.0;-19;0.07
09:57:53.435;70;23.1;-19;0.04
09:57:54.435;72;23.1;-18;0.07
09:57:55.435;72;23.8;-17;0.15
09:57:56.435;73;23.8;-17;0.04
09:57:57.435;74;23.8;-16;0.03
09:57:58.435;74;23.8;-17;0.06
09:57:59.435;75;23.8;-17;0.06
09:58:00.435;77;23.8;-19;0.04
09:58:01.435;77;23.5;-19;0.04
09:58:02.435;74;23.5;-19;0.04
09:58:03.435;72;23.3;-19;0.03
09:58:04.435;70;23.3;-19;0.02
09:58:05.435;70;23.1;-19;0.04
09:58:06.435;70;23.1;-19;0.03
09:58:07.435;69;22.6;-19;0.03
09:58:08.435;73;22.6;-19;0.03
09:58:09.435;76;22.1;-19;0.03
09:58:10.435;74;22.1;-19;0.03
09:58:11.435;69;21.4;-19;0.02
09:58:12.435;66;21.4;-19;0.07
09:58:13.435;64;20.2;-19;0.03
09:58:14.435;64;20.2;-19;0.01
09:58:15.435;67;19.1;-18;0.02
09:58:16.435;71;19.1;-19;0.03
09:58:17.435;76;18.1;-19;0.05
09:58:18.435;81;18.1;-19;0.03
09:58:19.435;82;16.9;-19;0.02
09:58:20.435;81;16.9;-18;0.05
09:58:21.435;80;15.8;-18;0.04
09:58:22.435;78;15.8;-17;0.06
09:58:23.435;72;14.8;-15;0.08
09:58:24.435;74;14.8;-14;0.06
09:58:25.435;76;13.6;-14;0.06
09:58:26.435;76;13.6;-13;0.05
09:58:27.435;76;12.9;-14;0.06
09:58:28.435;74;12.9;-15;0.05
09:58:29.435;72;12.2;-17;0.05
09:58:30.435;72;12.2;-19;0.07
09:58:31.435;73;11.6;-21;0.03
09:58:32.435;74;11.6;-20;0.03
09:58:33.435;75;11.0;-19;0.04
09:58:34.435;76;11.0;-20;0.04
09:58:35.435;75;10.8;-20;0.05
09:58:36.435;75;10.8;-20;0.11
09:58:37.435;74;10.9;-21;0.08
09:58:38.435;74;10.9;-21;0.04
09:58:39.435;72;11.3;-21;0.02
09:58:40.435;70;11.3;-21;0.02
09:58:41.435;71;11.7;-19;0.02
09:58:42.435;70;11.7;-19;0.03
09:58:43.435;69;12.3;-19;0.02
09:58:44.435;69;12.3;-19;0.03
09:58:45.435;68;13.2;-18;0.03
09:58:46.435;67;13.2;-18;0.03
09:58:47.435;68;14.0;-19;0.04
09:58:48.435;67;14.0;-20;0.06
09:58:49.435;68;14.7;-21;0.04
09:58:50.435;69;14.7;-22;0.03
09:58:51.435;70;15.3;-21;0.04
09:58:52.435;69;15.3;-19;0.04
09:58:53.435;70;15.9;-19;0.06
09:58:54.435;70;15.9;-19;0.06
09:58:55.435;68;16.1;-22;0.08
09:58:56.435;70;16.1;-21;0.05
09:58:57.435;71;16.0;-22;0.04
09:58:58.435;73;16.0;-21;0.04
09:58:59.435;73;15.9;-20;0.04
09:59:00.435;73;15.9;-19;0.03
09:59:01.435;72;15.8;-19;0.03
09:59:02.435;72;15.8;-17;0.06
09:59:03.435;74;15.4;-14;0.10
09:59:04.435;74;15.4;-12;0.09
09:59:05.435;73;15.1;-14;0.05
09:59:06.435;73;15.1;-15;0.05
09:59:07.435;73;14.8;-17;0.04
09:59:08.435;73;14.8;-18;0.04
09:59:09.435;72;14.8;-18;0.02
09:59:10.435;72;14.8;-19;0.04
09:59:11.435;71;14.5;-19;0.06
09:59:12.435;71;14.5;-18;0.03
09:59:13.435;71;14.3;-19;0.06
09:59:14.435;70;14.3;-20;0.03
09:59:15.435;70;14.1;-20;0.05
09:59:16.435;70;14.1;-20;0.05
09:59:17.435;68;14.1;-19;0.02
09:59:18.435;69;14.1;-19;0.02
09:59:19.435;69;14.2;-17;0.05
09:59:20.435;70;14.2;-17;0.02
09:59:21.435;73;14.6;-17;0.18
09:59:22.435;74;14.6;-17;0.14
09:59:23.435;75;14.9;-17;0.02
09:59:24.435;74;14.9;-17;0.02
09:59:25.435;72;14.9;-17;0.05
09:59:26.435;71;14.9;-17;0.03
09:59:27.435;70;14.9;-16;0.14
09:59:28.435;70;14.9;-16;0.41
09:59:29.435;72;15.5;-17;0.09
09:59:30.435;73;15.5;-17;0.04
09:59:31.435;73;16.1;-17;0.02
09:59:32.435;72;16.1;-18;0.03
09:59:33.435;70;16.6;-18;0.02
09:59:34.435;72;16.6;-14;0.12
09:59:35.435;73;17.2;-16;0.05
09:59:36.435;75;17.2;-17;0.04
09:59:37.435;76;17.7;-17;0.02
09:59:38.435;75;17.7;-18;0.03
09:59:39.435;75;18.2;-19;0.03
09:59:40.435;73;18.2;-19;0.04
09:59:41.435;72;16.7;-19;0.04
09:59:42.435;72;16.7;-19;0.06
09:59:43.435;72;15.6;-18;0.05
09:59:44.435;72;15.6;-19;0.17
09:59:45.435;73;15.0;-19;0.19
09:59:46.435;74;15.0;-18;0.06
09:59:47.435;74;14.7;-20;0.05
09:59:48.435;74;14.7;-19;0.06
09:59:49.435;73;14.4;-17;0.08
09:59:50.435;73;14.4;-17;0.06
09:59:51.435;71;14.5;-17;0.03
09:59:52.435;71;14.5;-17;0.02
09:59:53.435;71;14.8;-17;0.02
09:59:54.435;72;14.8;-19;0.06
09:59:55.435;72;15.4;-19;0.03
09:59:56.435;71;15.4;-20;0.02
09:59:57.435;71;16.0;-20;0.04
09:59:58.435;72;16.0;-22;0.05
09:59:59.435;72;16.5;-21;0.03
10:00:00.435;73;16.5;-21;0.02
10:00:01.435;73;16.9;-21;0.02
10:00:02.435;72;16.9;-21;0.02
10:00:03.435;74;17.0;-22;0.03
10:00:04.435;74;17.0;-21;0.06
10:00:05.435;74;17.1;-21;0.06
10:00:06.435;74;17.1;-21;0.03
10:00:07.435;72;17.2;-21;0.02
10:00:08.435;72;17.2;-21;0.03
10:00:09.435;73;17.3;-19;0.03
10:00:10.435;75;17.3;-19;0.04
10:00:11.435;75;17.3;-19;0.03
10:00:12.435;77;17.3;-19;0.02
10:00:13.435;79;17.1;-19;0.04
10:00:14.435;78;17.1;-19;0.05
10:00:15.435;75;16.6;-19;0.04
10:00:16.435;71;16.6;-19;0.02
10:00:17.435;71;16.4;-19;0.02
10:00:18.435;71;16.4;-19;0.04
10:00:19.435;69;16.6;-19;0.04
10:00:20.435;68;16.6;-19;0.02
10:00:21.435;70;16.4;-19;0.02
10:00:22.435;68;16.4;-19;0.04
10:00:23.435;67;16.3;-19;0.03
10:00:24.435;69;16.3;-18;0.06
10:00:25.435;69;16.2;-19;0.02
10:00:26.435;70;16.2;-18;0.02
10:00:27.435;70;16.1;-18;0.03
10:00:28.435;69;16.1;-19;0.04
10:00:29.435;68;16.0;-19;0.05
10:00:30.435;68;16.0;-19;0.03
10:00:31.435;67;15.9;-19;0.02
10:00:32.435;67;15.9;-19;0.02
10:00:33.435;67;16.1;-19;0.04
10:00:34.435;67;16.1;-19;0.04
10:00:35.435;69;16.3;-19;0.02
10:00:36.435;69;16.3;-19;0.03
10:00:37.435;69;16.4;-18;0.04
10:00:38.435;70;16.4;-18;0.04
10:00:39.435;71;16.6;-17;0.05
10:00:40.435;73;16.6;-15;0.05
10:00:41.435;74;16.7;-14;0.10
10:00:42.435;77;16.7;-11;0.08
10:00:43.435;81;16.9;-11;0.04
10:00:44.435;86;16.9;-11;0.05
10:00:45.435;89;16.7;-13;0.04
10:00:46.435;89;16.7;-13;0.03
10:00:47.435;89;16.2;-13;0.03
10:00:48.435;90;16.2;-13;0.04
10:00:49.435;91;16.1;-12;0.03
10:00:50.435;91;16.1;-12;0.04
10:00:51.435;93;15.7;-12;0.04
10:00:52.435;94;15.7;-14;0.06
10:00:53.435;95;15.6;-14;0.05
10:00:54.435;95;15.6;-14;0.03
10:00:55.435;94;15.9;-14;0.04
10:00:56.435;93;15.9;-14;0.09
10:00:57.435;90;16.1;-14;0.08
10:00:58.435;89;16.1;-14;0.04
10:00:59.435;88;16.3;-14;0.10
10:01:00.435;84;16.3;-15;0.08
10:01:01.435;83;16.4;-15;0.04
10:01:02.435;81;16.4;-15;0.05
10:01:03.435;81;16.6;-14;0.09
10:01:04.435;80;16.6;-13;0.05
10:01:05.435;80;17.0;-12;0.04
10:01:06.435;76;17.0;-13;0.06
10:01:07.435;73;17.7;-14;0.11
10:01:08.435;72;17.7;-17;0.15
10:01:09.435;71;18.3;-17;0.14
10:01:10.435;71;18.3;-19;0.06
10:01:11.435;72;19.5;-19;0.04
10:01:12.435;72;19.5;-18;0.03
10:01:13.435;72;19.9;-19;0.09
10:01:14.435;72;19.9;-17;0.07
10:01:15.435;74;20.3;-18;0.04
10:01:16.435;76;20.3;-17;0.02
10:01:17.435;77;20.4;-17;0.04
10:01:18.435;79;20.4;-17;0.04
10:01:19.435;78;20.2;-17;0.03
10:01:20.435;76;20.2;-13;0.12
10:01:21.435;74;20.2;-10;0.11
10:01:22.435;74;20.2;-10;0.07
10:01:23.435;74;20.6;-12;0.16
10:01:24.435;75;20.6;-14;0.24
10:01:25.435;76;20.9;-17;0.08
10:01:26.435;77;20.9;-19;0.05
10:01:27.435;76;21.2;-18;0.05
10:01:28.435;76;21.2;-19;0.04
10:01:29.435;75;21.5;-19;0.02
10:01:30.435;72;21.5;-19;0.04
10:01:31.435;73;21.2;-18;0.05
10:01:32.435;71;21.2;-17;0.02
10:01:33.435;71;20.9;-17;0.04
10:01:34.435;72;20.9;-17;0.06
10:01:35.435;72;20.6;-14;0.08
10:01:36.435;73;20.6;-11;0.09
10:01:37.435;73;20.6;-11;0.06
10:01:38.435;74;20.6;-12;0.13
10:01:39.435;74;20.9;-15;0.27
10:01:40.435;75;20.9;-17;0.09
10:01:41.435;76;21.5;-19;0.04
10:01:42.435;76;21.5;-17;0.05
10:01:43.435;78;21.8;-18;0.03
10:01:44.435;77;21.8;-19;0.02
10:01:45.435;77;22.0;-18;0.02
10:01:46.435;76;22.0;-18;0.03
10:01:47.435;74;21.9;-17;0.04
10:01:48.435;74;21.9;-16;0.06
10:01:49.435;74;22.1;-15;0.03
10:01:50.435;74;22.1;-15;0.04
10:01:51.435;74;22.6;-14;0.05
10:01:52.435;74;22.6;-11;0.08
10:01:53.435;73;23.3;-10;0.07
10:01:54.435;72;23.3;-11;0.06
10:01:55.435;73;24.0;-12;0.07
10:01:56.435;73;24.0;-11;0.08
10:01:57.435;73;24.3;-11;0.05
10:01:58.435;72;24.3;-12;0.06
10:01:59.435;71;24.6;-13;0.05
10:02:00.435;72;24.6;-13;0.07
10:02:01.435;73;24.5;-15;0.10
10:02:02.435;73;24.5;-18;0.11
10:02:03.435;72;24.5;-20;0.07
10:02:04.435;73;24.5;-19;0.03
10:02:05.435;73;24.1;-21;0.06
10:02:06.435;72;24.1;-21;0.05
10:02:07.435;72;24.1;-21;0.05
10:02:08.435;72;24.1;-22;0.06
10:02:09.435;73;23.5;-23;0.06
10:02:10.435;73;23.5;-23;0.05
10:02:11.435;72;23.0;-21;0.07
10:02:12.435;73;23.0;-20;0.08
10:02:13.435;73;22.2;-17;0.16
10:02:14.435;74;22.2;-14;0.12
10:02:15.435;75;21.2;-14;0.07
10:02:16.435;74;21.2;-14;0.03
10:02:17.435;72;20.5;-13;0.03
10:02:18.435;70;20.5;-14;0.04
10:02:19.435;70;19.7;-14;0.05
10:02:20.435;71;19.7;-13;0.04
10:02:21.435;73;18.9;-12;0.06
10:02:22.435;74;18.9;-11;0.14
10:02:23.435;76;18.2;-10;0.07
10:02:24.435;77;18.2;-7;0.09
10:02:25.435;75;18.2;-9;0.13
10:02:26.435;73;18.2;-10;0.08
10:02:27.435;73;18.2;-11;0.07
10:02:28.435;74;18.2;-13;0.11
10:02:29.435;73;18.2;-14;0.10
10:02:30.435;74;18.2;-14;0.06
10:02:31.435;74;17.9;-14;0.06
10:02:32.435;74;17.9;-15;0.09
10:02:33.435;73;17.9;-15;0.12
10:02:34.435;73;17.9;-18;0.16
10:02:35.435;73;17.9;-23;0.16
10:02:36.435;72;17.9;-26;0.13
10:02:37.435;73;17.9;-24;0.15
10:02:38.435;72;17.9;-20;0.14
10:02:39.435;74;18.5;-19;0.07
10:02:40.435;74;18.5;-20;0.05
10:02:41.435;74;19.1;-21;0.05
10:02:42.435;74;19.1;-19;0.09
10:02:43.435;72;19.5;-18;0.11
10:02:44.435;71;19.5;-17;0.08
10:02:45.435;72;19.4;-17;0.06
10:02:46.435;72;19.4;-15;0.09
10:02:47.435;72;19.3;-15;0.07
10:02:48.435;72;19.3;-15;0.05
10:02:49.435;71;19.4;-15;0.07
10:02:50.435;70;19.4;-15;0.04
10:02:51.435;71;19.9;-15;0.05
10:02:52.435;70;19.9;-15;0.05
10:02:53.435;70;20.0;-17;0.09
10:02:54.435;71;20.0;-17;0.09
10:02:55.435;72;20.4;-17;0.14
10:02:56.435;75;20.4;-17;0.23
10:02:57.435;76;21.4;-18;0.04
10:02:58.435;75;21.4;-19;0.02
10:02:59.435;74;21.9;-19;0.03
10:03:00.435;70;21.9;-19;0.02
10:03:01.435;70;22.1;-19;0.02
10:03:02.435;69;22.1;-18;0.03
10:03:03.435;69;22.6;-17;0.10
10:03:04.435;70;22.6;-17;0.06
10:03:05.435;70;23.3;-17;0.03
10:03:06.435;71;23.3;-17;0.06
10:03:07.435;71;24.0;-15;0.07
10:03:08.435;72;24.0;-17;0.03
10:03:09.435;71;24.6;-15;0.04
10:03:10.435;69;24.6;-15;0.03
10:03:11.435;69;24.8;-15;0.06
10:03:12.435;70;24.8;-12;0.13
10:03:13.435;70;25.3;-13;0.10
10:03:14.435;71;25.3;-14;0.10
10:03:15.435;72;25.8;-17;0.22
10:03:16.435;74;25.8;-19;0.25
10:03:17.435;75;25.3;-19;0.20
10:03:18.435;78;25.3;-19;0.05
10:03:19.435;74;24.9;-19;0.04
10:03:20.435;70;24.9;-17;0.06
10:03:21.435;67;24.5;-15;0.10
10:03:22.435;67;24.5;-15;0.04
10:03:23.435;68;23.9;-15;0.04
10:03:24.435;67;23.9;-15;0.07
10:03:25.435;68;23.3;-14;0.06
10:03:26.435;72;23.3;-10;0.14
10:03:27.435;76;22.5;-8;0.09
10:03:28.435;80;22.5;-10;0.12
10:03:29.435;80;21.7;-14;0.11
10:03:30.435;75;21.7;-17;0.09
10:03:31.435;72;21.4;-19;0.04
10:03:32.435;70;21.4;-17;0.04
10:03:33.435;68;20.7;-20;0.07
10:03:34.435;68;20.7;-21;0.11
10:03:35.435;68;19.9;-22;0.07
10:03:36.435;68;19.9;-22;0.08
10:03:37.435;70;19.1;-21;0.06
10:03:38.435;71;19.1;-18;0.09
10:03:39.435;71;18.4;-16;0.12
10:03:40.435;73;18.4;-15;0.08
10:03:41.435;74;17.7;-15;0.04
10:03:42.435;71;17.7;-17;0.05
